Age,Income,Height,Pets,Hobby,RandomScore,Buy_House
54,128809,168,Dog,Gaming,-52.44263738879235,0
59,35333,157,None,Gaming,-12.659122101401662,1
35,149419,185,Cat,Gaming,-5.587853316722895,1
28,76131,185,Dog,Gaming,24.00868971141009,1
49,25073,194,None,Traveling,171.22527955248188,1
27,63921,196,Cat,Gaming,-27.319380153437496,0
34,142785,150,Cat,Reading,14.364244614239077,1
31,127935,165,Dog,Gaming,54.28888489542878,0
34,77685,180,Dog,Traveling,59.00290481118123,1
23,55246,196,Dog,Gaming,66.67440634281805,0
21,60344,197,Cat,Traveling,-163.66217759354856,0
65,20109,171,None,Reading,-57.4172758487632,0
18,116544,150,Cat,Gaming,-39.019171550420516,0
60,26925,171,Dog,Gaming,-3.505333591881832,0
69,29458,190,Dog,Traveling,43.22378531149822,0
63,124432,183,Dog,Reading,-130.60372383354576,0
53,62297,183,Cat,Reading,-95.7316887330426,0
60,47773,188,Cat,Reading,-68.11247252546106,0
46,44225,191,Cat,Traveling,-47.262424819800394,1
66,62415,191,Dog,Traveling,84.6663628814636,1
54,142115,197,Cat,Traveling,38.106694288988855,1
48,81975,166,Cat,Traveling,-20.087117355093646,1
61,128136,196,Cat,Traveling,92.14173641479628,0
26,136185,187,None,Traveling,-172.4431490878991,0
59,72153,191,None,Traveling,39.63128707381463,0
63,130448,156,Dog,Gaming,-50.95089660083527,0
43,82292,183,Dog,Traveling,-19.247083477691003,1
33,29650,173,Cat,Reading,-0.4211910668440528,0
57,140995,177,None,Traveling,221.15931723952986,1
48,20351,195,None,Gaming,-15.293335999351775,1
44,47864,170,Dog,Gaming,-120.9588799647349,0
58,125271,197,None,Reading,-78.971457503825,1
39,72522,156,Cat,Gaming,-190.04284240157995,1
27,133169,175,None,Traveling,46.83585671858786,0
40,102255,157,Dog,Reading,-24.461828258724214,0
22,147567,175,Cat,Gaming,-97.04843516479545,0
66,64961,195,Cat,Traveling,39.48774016732258,1
54,68331,186,Dog,Reading,43.76258522099219,1
27,106381,161,Cat,Gaming,80.19445244620692,1
30,24652,163,Cat,Traveling,9.91152772129666,0
50,126930,157,Dog,Gaming,87.0576205709601,1
54,58366,192,Cat,Gaming,-86.71997572771116,1
23,29317,199,Cat,Traveling,32.69078899089048,0
61,69874,199,Cat,Gaming,-26.134033297906633,1
52,146949,196,None,Gaming,211.0551077207424,1
66,101324,157,None,Reading,-94.18306251024914,1
51,112745,176,None,Reading,-124.9159205531603,1
37,106651,182,Cat,Traveling,37.66254274184322,1
19,113479,176,Cat,Traveling,38.99913516709199,1
41,21456,157,Dog,Reading,-42.65346308048277,1
35,116246,175,None,Reading,-11.840004876105601,1
27,56643,182,Dog,Reading,-1.2638155152898582,0
49,125749,173,None,Traveling,-49.2135785331187,0
29,39481,199,Dog,Reading,35.556561747886825,0
19,105480,176,None,Reading,-160.93520095996413,1
22,31702,179,Cat,Reading,-219.324181905645,0
49,113000,168,None,Traveling,169.51558418992389,1
44,75064,186,Dog,Gaming,63.67025659689703,0
31,81016,167,Dog,Gaming,169.86133283822633,1
28,64296,180,Dog,Gaming,25.590432266485386,0
45,61106,195,Dog,Traveling,168.34768629970532,0
49,114434,191,Cat,Gaming,123.94396221072593,1
36,128505,190,Dog,Traveling,-17.773627248880455,1
30,120297,166,Dog,Gaming,3.4515308610380617,0
34,105327,197,Dog,Reading,-159.21574684322857,1
46,21801,169,Cat,Traveling,19.99212823190878,1
63,101211,186,Dog,Traveling,11.432360663375906,1
36,119451,188,None,Gaming,80.3555938400229,1
42,68197,151,Dog,Traveling,93.11779904697431,1
65,125672,170,None,Reading,101.11317585334419,1
34,49496,189,Cat,Gaming,-106.37423362391614,0
63,41098,163,Cat,Gaming,-86.22845368885072,0
69,60832,151,Cat,Reading,28.666367927340698,1
31,40087,159,Dog,Gaming,82.53756241494833,0
37,142494,194,None,Traveling,-125.408976020783,0
54,69730,198,Cat,Traveling,-105.9424536073099,1
48,69265,174,None,Reading,-138.3156116234564,1
23,46659,152,None,Gaming,-23.498431514034802,0
29,133971,152,None,Traveling,76.76109504595381,1
43,29567,182,None,Reading,-35.96159077270458,0
44,48389,151,Cat,Gaming,21.854972950228053,0
32,70327,187,Dog,Reading,-46.21655378753001,1
28,94106,192,Dog,Reading,142.06757221357435,1
43,43118,161,None,Gaming,91.2295745556442,0
24,28044,177,Dog,Gaming,0.6914041535353029,1
55,108685,165,Cat,Traveling,170.86712658824547,0
41,96970,193,None,Traveling,-90.0179243892602,1
44,83650,176,Dog,Reading,51.90340261008962,0
40,113668,172,Dog,Gaming,128.1441490841637,1
20,100190,185,Cat,Reading,148.0922837564364,1
64,111322,179,Dog,Gaming,-145.21641381207922,0
35,98313,163,Dog,Traveling,-151.87205111103094,0
29,132700,198,None,Traveling,-90.28817097042754,1
66,92415,166,Cat,Reading,131.91055401002697,1
21,30129,183,Cat,Traveling,-42.22402783888712,0
35,116518,154,Cat,Traveling,53.21295872986993,0
38,88814,175,Dog,Reading,233.77161339330695,1
40,51103,168,Dog,Gaming,113.71769296318912,1
32,37732,188,None,Traveling,-67.81116397027085,0
40,116540,184,Dog,Gaming,-76.31848166561215,1
42,71035,161,None,Gaming,-203.9624778079103,1
31,60909,154,Dog,Gaming,62.36669154264527,1
20,92977,186,None,Reading,-74.9210516974726,0
40,126409,159,Dog,Gaming,-29.190493858755893,1
32,41210,183,None,Traveling,30.7722738847162,0
54,97378,190,Dog,Traveling,64.4871951187822,1
23,113525,151,Dog,Reading,-78.1651618573412,0
56,34718,158,None,Gaming,-139.2539383736202,1
25,58005,157,Cat,Traveling,-42.22136059246149,0
28,69532,171,Dog,Gaming,-165.32531357476276,0
40,97096,163,Dog,Gaming,-126.18934215782774,0
34,76070,190,Dog,Gaming,-32.84990514179053,0
45,71402,179,Cat,Gaming,-4.5132166639802955,1
60,49931,188,Cat,Gaming,-98.4978448970467,1
40,100446,155,Dog,Reading,-78.71903493461045,1
34,140559,152,Cat,Gaming,-204.61232571517803,1
22,104047,154,Cat,Traveling,-4.036327111374496,0
27,123802,152,None,Gaming,23.085992200006014,0
35,29572,185,None,Traveling,30.42322513578504,0
69,143445,180,None,Gaming,39.299839752089966,1
40,100250,186,Dog,Reading,53.69248148465554,1
45,148408,183,Dog,Gaming,224.9877357925988,0
66,100643,161,None,Gaming,-105.84212556975928,1
59,132424,186,Dog,Reading,-6.003803328276534,1
38,148289,188,Cat,Gaming,-7.4949876625442196,1
61,138475,176,Cat,Reading,109.08657609429557,1
29,123635,162,Dog,Traveling,-152.1968034374392,0
19,100340,199,Dog,Traveling,-22.769797139138312,0
56,61689,183,Dog,Gaming,-65.62002611363967,0
41,147984,156,Cat,Traveling,25.86223573053328,0
26,85777,198,Cat,Gaming,30.656793941200483,0
42,49155,180,Cat,Gaming,89.93381822630299,0
26,45833,198,Cat,Traveling,232.7885030547729,0
41,92712,181,None,Gaming,77.27286294681417,1
32,138030,193,None,Reading,208.35467340235866,0
40,82526,155,None,Gaming,-138.25189261197556,1
35,71993,196,None,Gaming,111.65542825765071,1
47,93493,191,Dog,Reading,-30.536306390532992,0
26,93132,150,Cat,Traveling,-21.69621346526198,0
45,78057,163,Cat,Traveling,120.36857685543403,1
43,86071,186,None,Reading,43.923064854228805,1
28,24351,195,None,Gaming,4.149215484146214,0
64,147430,156,Dog,Gaming,132.72518780259261,1
44,61695,176,None,Reading,56.900630224935924,1
29,81014,191,None,Reading,-15.962195304969878,0
46,142085,159,Dog,Gaming,27.837367068032602,0
60,87761,150,None,Reading,173.30345807054096,1
56,111826,192,Cat,Traveling,84.63327811609243,0
27,141426,167,Cat,Gaming,126.96932713380771,0
55,91162,168,None,Reading,-67.0072207600753,0
53,62827,186,Cat,Reading,-0.18691242472551114,0
38,60243,178,None,Gaming,-68.228244836224,1
60,50735,155,Dog,Reading,-158.24197387926407,1
23,77528,160,Cat,Traveling,-247.48780430375095,1
38,98360,188,Cat,Reading,111.09477080566852,1
66,81811,156,None,Reading,-98.73392224909789,1
58,66277,188,Dog,Traveling,-59.3776040088227,1
50,68198,152,Cat,Traveling,-39.11404599427544,1
28,38862,182,Cat,Gaming,58.588656326778946,0
54,120864,180,Cat,Gaming,-83.46434520451092,0
40,102864,166,None,Traveling,28.82718898428417,1
47,143741,186,Cat,Traveling,-211.01716261397834,1
36,56201,165,None,Reading,0.9286302305146497,1
22,87230,172,Dog,Reading,121.08622451653174,0
67,67621,171,Dog,Gaming,-20.94948148456772,1
32,74109,192,None,Traveling,-266.9223284706118,1
43,109462,150,Dog,Traveling,168.22528045927666,0
52,51035,168,None,Gaming,-46.08660850510941,1
62,105525,156,None,Traveling,98.61264285119643,1
51,29107,182,Dog,Reading,-87.81447196332134,1
33,126485,151,None,Gaming,134.8160182390335,1
33,124509,170,Cat,Gaming,-178.75956724282725,1
64,59027,176,None,Reading,-49.24941882990581,1
52,44320,162,None,Gaming,-137.9930220848922,0
31,95884,181,None,Reading,8.203772684712995,1
45,90135,181,Dog,Reading,16.19013103370471,1
51,23687,197,Dog,Traveling,72.82113696067437,1
58,40551,150,Dog,Gaming,-127.7458976610503,0
61,77292,178,Cat,Traveling,-214.81457915553088,0
34,139798,151,Dog,Traveling,-119.75116253542328,1
25,102772,193,Cat,Gaming,-45.22713376047777,0
43,45523,196,Dog,Traveling,129.21377614240413,1
60,53294,188,Dog,Reading,-95.85494598542387,1
40,141161,188,None,Traveling,-104.24211923569466,0
25,99698,179,None,Gaming,50.622222187670495,0
18,77509,175,Dog,Gaming,166.07879063611298,1
36,112496,176,Dog,Gaming,42.38095432089645,0
21,63498,193,None,Gaming,126.93753954684968,0
69,97616,198,None,Gaming,70.09680116422172,1
64,61355,161,Dog,Reading,-96.88414953696515,1
44,93279,152,Cat,Reading,-15.019566515983984,1
30,125510,157,Dog,Traveling,19.544276012142387,0
35,51682,169,None,Gaming,20.38952177857663,1
22,120329,152,Cat,Reading,284.4887668735888,0
61,48271,182,None,Reading,-10.181380824863947,1
65,145859,159,Dog,Reading,64.87286230453843,1
35,57798,158,None,Reading,-235.7488645504184,1
38,37774,172,Dog,Traveling,93.95308110837126,1
18,51900,187,Dog,Gaming,-155.81656543990593,1
38,100458,194,Dog,Traveling,-58.217512861562945,1
44,52725,164,None,Traveling,60.39589300832567,0
49,106045,195,None,Gaming,192.18081918554856,0
37,35711,170,Cat,Reading,-53.69441663548429,1
63,126905,165,Dog,Reading,141.22234441624627,1
18,135443,155,None,Traveling,296.02260262638026,1
37,49727,151,Dog,Gaming,-135.28962888171904,0
47,65686,187,None,Gaming,-217.5393534523049,1
21,138555,154,Dog,Traveling,99.18572901721696,1
35,31982,188,Dog,Gaming,-2.3580524681870068,1
24,53448,189,None,Gaming,29.301036231162453,0
33,34333,198,Dog,Traveling,121.15679483297288,1
35,76374,184,Cat,Traveling,5.398648232086731,1
50,135929,171,None,Traveling,117.93453812889877,1
45,52564,181,None,Gaming,-55.02299477875188,1
53,86044,164,None,Gaming,-43.766413340891354,0
35,114771,158,Dog,Gaming,118.65342633186245,1
44,111021,187,None,Traveling,-143.3044222707376,1
40,47936,177,None,Traveling,-71.05456854080681,0
51,58175,159,Cat,Gaming,-62.28792176160604,1
28,51329,152,Cat,Gaming,-81.56663548486131,0
54,44686,182,Dog,Reading,64.03565229180754,1
60,149445,194,None,Reading,-35.066481716291,1
23,110272,160,None,Traveling,-29.35082083682783,1
39,116203,177,None,Gaming,-70.149763244464,1
51,49959,157,None,Traveling,162.27541833817872,0
50,49449,157,None,Reading,-11.987171751626647,0
61,124411,191,Cat,Traveling,107.27665235663085,0
48,147322,169,None,Gaming,-104.09683901554439,1
51,77980,175,Dog,Traveling,129.44501719682387,1
58,58421,161,None,Reading,36.91182202324722,1
28,144599,197,None,Traveling,90.6735673537729,0
49,27184,190,Dog,Traveling,101.96101952785826,0
27,130945,196,Dog,Gaming,134.41981283764537,1
23,90501,173,None,Gaming,1.0369614768031004,1
37,90462,159,Dog,Reading,-23.863774520615554,1
44,143669,152,Dog,Traveling,-108.96924438555946,1
30,72518,151,Dog,Traveling,-213.94790243908753,0
22,59381,175,Dog,Traveling,3.2835064810593213,1
60,128750,177,Cat,Gaming,129.8392468895211,1
19,68186,184,None,Gaming,1.1642671933109665,1
44,147530,170,Dog,Traveling,-18.773252748963223,0
56,118365,195,None,Reading,68.52796838289747,0
68,71801,179,Cat,Gaming,135.91482369471058,0
63,77579,161,Dog,Reading,15.699066673358326,1
19,145543,196,None,Reading,-97.15084428668276,1
34,77683,190,None,Reading,-160.41255483433048,1
40,135563,160,Dog,Reading,-77.32061897640841,1
28,66099,184,Cat,Reading,-69.13922462391847,1
52,72702,159,Cat,Reading,-1.1097781159597324,1
41,56975,151,Cat,Gaming,2.4386092814282767,1
63,120882,183,None,Traveling,-134.3902279172155,0
33,59349,175,Cat,Traveling,27.38410608143125,1
24,127867,151,Dog,Reading,-41.59820273103461,1
28,81665,155,Cat,Gaming,26.451098471287633,1
53,97954,150,Dog,Reading,-175.21875411399716,1
25,134387,163,None,Traveling,-109.91055724798629,0
44,105325,186,None,Traveling,-71.46314711678473,0
61,102479,193,None,Gaming,-79.23694041145777,1
44,71067,190,None,Gaming,-18.93559132359447,1
63,79775,160,None,Reading,74.81896361756992,1
24,34673,186,Cat,Reading,21.70078941205503,0
64,36522,161,Cat,Gaming,13.550645254041118,1
67,61586,175,Cat,Reading,161.6840179861993,1
20,103053,180,None,Traveling,-20.259471247335696,0
63,58111,154,None,Gaming,8.052874888073102,1
23,63634,179,Cat,Traveling,-55.19997138277173,0
35,73070,180,Dog,Reading,63.47802222947093,1
18,90607,157,Cat,Traveling,88.77290295724286,0
20,139896,161,None,Gaming,-4.156606776753927,0
20,60895,176,Cat,Traveling,83.72246941588824,0
38,62334,178,Dog,Reading,-49.23704938580096,1
19,46226,179,Dog,Gaming,-4.37896302658966,0
56,28628,165,Dog,Traveling,107.80553899756633,1
26,64546,154,Dog,Traveling,-200.20976453288137,1
28,133340,186,Cat,Traveling,102.78066831375274,1
57,60362,176,None,Gaming,38.14014088079636,1
28,130726,191,None,Traveling,196.72644776003074,0
31,45006,187,None,Reading,18.27732858011454,0
59,76969,190,None,Gaming,-20.3008291034327,0
48,86204,157,None,Traveling,-50.05565061767434,0
18,98720,182,Cat,Traveling,7.1493691072029675,0
58,59582,160,Cat,Reading,217.48310709192958,0
38,94522,151,Cat,Traveling,-5.032668018780785,1
35,75609,164,None,Gaming,163.47468269882276,1
36,119826,153,None,Gaming,-46.88017890190646,0
65,125212,157,Cat,Traveling,34.17124608874864,1
61,69758,182,Cat,Gaming,-33.222608028603574,0
59,28507,155,Dog,Reading,-198.73634808096702,1
25,69297,185,None,Gaming,-8.07891251689207,0
22,60078,177,Dog,Reading,-48.920400636140954,0
62,64991,196,Cat,Reading,38.04242474285615,1
28,113678,160,Dog,Reading,18.153127304865897,1
36,145044,199,Dog,Reading,-68.83181320241404,1
18,116120,196,Dog,Gaming,-93.55304261560823,1
18,146495,169,None,Gaming,-43.699598597831375,1
36,102832,188,Cat,Gaming,-44.14797883747938,0
29,45138,159,None,Traveling,242.65014446734102,0
50,92721,152,Dog,Gaming,-40.673249728594975,1
43,103581,152,Cat,Reading,23.729790358201182,1
57,129055,184,None,Gaming,-71.41843196802468,1
30,20815,163,Cat,Reading,20.946519343957707,0
38,123473,191,Cat,Reading,-1.836724608490664,1
65,78572,199,Dog,Reading,-71.99769556043347,0
18,35068,191,Cat,Gaming,47.56714798979161,0
65,74072,176,Cat,Traveling,7.337874553373849,1
29,84481,160,Dog,Reading,-5.118966851551898,0
67,51168,157,Cat,Reading,19.614583937760592,0
49,143499,198,Dog,Reading,116.67729056164863,1
60,55662,188,Cat,Reading,-45.153144207294105,0
34,30541,189,Dog,Traveling,13.797560105790058,1
65,38105,194,None,Traveling,4.896658236485788,0
42,53389,157,Dog,Gaming,-102.61656498466398,0
60,131101,168,None,Traveling,74.78835483169178,1
52,57701,189,None,Traveling,-38.47265392262507,1
64,89857,169,None,Reading,-128.19540815454994,1
68,144677,159,None,Gaming,-55.0399046029134,1
54,82157,192,Cat,Gaming,-19.162301354758476,1
43,132385,198,None,Gaming,146.10988946898894,1
29,145765,199,Cat,Reading,-41.45719870931083,0
57,50232,190,None,Reading,-44.1032760638348,1
30,113581,172,None,Reading,126.84892999072804,0
37,77131,155,Cat,Traveling,-13.675416898284908,1
64,149786,154,Dog,Traveling,42.71365174481304,1
58,73162,159,Dog,Reading,103.96821885781272,0
47,45718,192,Cat,Gaming,-46.862833787809734,0
66,62160,175,None,Gaming,105.810375894846,1
63,46580,175,None,Gaming,71.58211560872067,0
46,134449,150,Cat,Traveling,60.57573562021412,0
49,120134,178,Cat,Traveling,115.02061227514054,1
50,22465,165,Dog,Gaming,-54.33228680273403,0
23,145388,183,None,Reading,-137.14106581628525,1
69,55789,151,Cat,Traveling,4.931452773494609,0
32,107481,174,Dog,Gaming,87.25006759004673,1
21,110709,151,Cat,Gaming,-158.62388523807496,0
48,91236,154,Cat,Gaming,182.6675315420008,1
68,95866,165,Dog,Reading,25.643363356468708,0
32,105271,192,None,Reading,12.342788194020592,1
50,119765,192,Dog,Traveling,117.27183071421616,0
64,125824,170,None,Traveling,155.06742844949554,1
37,116204,177,Cat,Gaming,-211.7220402295919,1
50,115030,159,None,Reading,-50.343316550435134,1
35,140100,175,Dog,Traveling,-34.60113591601359,0
56,36312,170,Cat,Gaming,-53.43658525961852,1
27,44181,155,None,Reading,173.3227306848622,0
20,34958,170,None,Gaming,-52.2857416280301,0
51,144607,178,Dog,Traveling,71.59912781436913,1
42,145092,176,Dog,Gaming,-94.31524178937106,0
45,30738,177,None,Gaming,-314.04017767649964,1
65,40692,183,Cat,Traveling,-58.53799730176663,0
38,111301,175,None,Gaming,-117.75050041177084,1
32,91022,159,Dog,Reading,-67.17096125697257,1
21,43980,152,Cat,Traveling,-30.343026074720697,1
44,73327,185,None,Gaming,41.657604164397185,0
53,113056,172,Dog,Traveling,17.72354370620772,0
47,102083,180,None,Traveling,84.19396075489371,1
28,134715,154,Cat,Traveling,8.649952285356335,0
61,136616,157,Dog,Reading,-63.90944175323574,1
42,75887,198,Dog,Traveling,-67.19620889314918,0
68,32835,161,None,Traveling,80.55611329593555,1
47,113491,170,Dog,Reading,-90.2337679227825,0
52,52479,191,Cat,Traveling,72.09997977547302,0
45,112301,156,Dog,Gaming,-120.85127592713887,0
47,22645,188,Cat,Traveling,22.320036062486192,0
30,55279,195,None,Gaming,-144.27901491720036,0
61,25256,190,Cat,Reading,49.04013505805002,0
42,23424,193,Dog,Reading,5.287511145368178,0
23,137644,150,Cat,Traveling,-71.17822042912121,0
49,120256,164,Cat,Traveling,49.819944641807886,1
27,84575,181,Dog,Reading,47.68975497240754,0
52,99512,177,Dog,Gaming,-9.493019807692047,0
56,84965,166,None,Gaming,128.24411220506886,1
68,30945,194,None,Gaming,-142.30437991172613,1
37,40132,172,Cat,Gaming,-88.32555352721366,0
33,135526,164,Dog,Reading,-98.60284863091822,1
24,133383,196,Dog,Reading,-62.00087931431209,0
20,146741,173,Dog,Reading,88.45733766765808,0
57,76184,188,None,Traveling,-13.725530833926843,0
45,44831,180,Cat,Traveling,-82.40028579223859,0
49,139108,169,None,Gaming,-40.28384818785421,1
63,79068,194,Cat,Gaming,-153.81082198319868,0
57,110716,188,Cat,Reading,-163.1215274035683,1
21,87264,156,None,Reading,11.053062538898256,1
56,44440,190,Cat,Reading,15.368548399291033,0
32,126090,162,None,Gaming,-70.77364123543603,0
62,69028,185,Cat,Reading,32.03851804927691,1
36,28274,194,Dog,Reading,123.32339478871475,1
22,101265,178,Cat,Gaming,24.278363984848355,0
47,63714,156,Dog,Reading,125.07694350120097,0
64,102119,179,Cat,Gaming,-61.64273585669555,0
61,48388,180,Dog,Traveling,103.09750311098414,1
21,56230,199,None,Traveling,21.516273134507482,0
64,145028,185,Dog,Traveling,7.803953949298561,1
48,112950,188,Dog,Reading,-18.558753554143053,1
45,103044,182,Cat,Gaming,-39.36501667857585,1
68,144311,165,None,Reading,-15.687759798189557,1
40,42764,188,Dog,Traveling,19.469864739202887,0
64,48767,177,Dog,Traveling,-94.59039301214074,0
46,140381,169,Dog,Gaming,106.12775601244569,1
47,68576,179,Dog,Reading,123.74671017484506,0
60,55251,178,Cat,Gaming,-157.66271183534087,1
67,37581,150,None,Reading,-6.4234634069783585,0
41,91712,190,Cat,Traveling,3.783815136155883,0
27,67581,180,Cat,Gaming,-89.36586516939806,0
65,73071,165,None,Traveling,-55.71515872513597,1
64,65188,169,None,Gaming,3.504230669451437,0
47,124441,188,Dog,Reading,122.99308275490661,1
40,88208,165,None,Traveling,182.15901726702916,1
56,33848,161,Dog,Gaming,39.30962656803788,1
38,104528,152,Dog,Reading,121.12538103697325,0
18,64971,175,Dog,Traveling,29.301908983726232,0
57,21561,157,Cat,Traveling,17.120000436571974,0
27,122309,196,Dog,Traveling,112.50786979852792,0
46,92751,162,Cat,Reading,196.83195537624457,1
48,77139,155,None,Gaming,-79.27628741816227,1
47,50527,176,Dog,Traveling,194.8960435861499,1
56,69452,163,None,Reading,-260.99237741616656,1
28,36054,161,Dog,Gaming,-10.848149490425211,0
60,20047,174,Cat,Gaming,-5.568640944745433,0
67,74027,171,Dog,Reading,4.70864661756884,1
39,122878,159,Dog,Reading,37.763320972238326,1
67,64304,155,Dog,Reading,85.56426114283373,1
42,53617,171,None,Reading,4.4512636677437785,1
42,29055,157,Cat,Reading,-53.75353564478903,0
69,125818,185,None,Reading,-154.9910203802518,1
42,145381,159,Dog,Gaming,-200.54195288944942,0
52,34171,197,None,Gaming,-42.74915032655127,0
67,35603,188,Cat,Traveling,-55.90338917706976,0
52,124808,179,None,Gaming,-179.1991607137818,1
63,22142,162,Cat,Reading,-25.001521130414545,1
52,139189,199,Dog,Gaming,-29.873849825265857,1
64,127322,180,None,Traveling,-91.14831939286748,1
61,147387,153,Dog,Traveling,-60.86912612217389,1
34,52880,180,Dog,Traveling,-43.66026137990177,1
26,96515,179,Cat,Traveling,-88.42593592890249,0
28,144400,160,Cat,Gaming,36.7694774419585,0
56,66600,193,Dog,Gaming,18.745319088817695,1
29,83303,162,None,Reading,18.828646515569165,0
41,118145,166,Cat,Traveling,122.02425083880006,1
44,107371,186,Dog,Gaming,74.87189481748746,0
39,74637,152,None,Traveling,17.747015617965488,1
23,109694,163,Cat,Gaming,48.19517496485193,1
22,115843,183,Cat,Traveling,16.217555639565074,0
49,84488,161,Cat,Traveling,55.29085647143924,1
68,83925,176,None,Traveling,0.5717724501265051,1
26,92966,177,Dog,Traveling,20.44155377151538,0
48,42758,180,None,Traveling,-2.416704869234877,0
33,29971,156,Cat,Reading,-40.042464675729754,1
54,26919,158,Cat,Traveling,54.02668665043222,0
36,116854,156,Dog,Traveling,-47.46077871686218,0
41,92148,182,Dog,Gaming,210.02929743550456,0
29,92684,159,Dog,Reading,112.06520537929666,1
58,118997,196,None,Gaming,-126.22917829430543,1
28,59322,185,Dog,Reading,-163.79172318479874,1
62,138910,160,None,Gaming,49.06845151658881,0
42,38060,195,Cat,Traveling,36.06484114191401,0
40,82899,167,None,Traveling,-33.340503960806636,0
63,38984,173,Dog,Gaming,-30.256301910488215,0
51,43293,162,None,Traveling,-64.46280066524363,0
32,28432,157,Cat,Reading,41.11775068596176,0
69,73122,169,Dog,Reading,-8.636875584676531,1
60,80435,167,Cat,Traveling,-1.936290325770806,1
65,35859,169,None,Traveling,-92.5614248765286,0
20,107690,151,None,Reading,-112.04709511496532,1
31,131928,181,None,Gaming,114.79213756244474,1
37,111388,192,None,Traveling,-45.26354042699893,1
65,85889,154,None,Traveling,-102.9277054818309,1
66,25419,150,Cat,Traveling,198.13559365999328,0
43,48015,157,Dog,Reading,-14.91573774991699,0
61,120161,194,Dog,Traveling,-111.41023121578237,1
54,121344,158,Dog,Traveling,123.54551184669458,1
21,58790,170,None,Reading,-163.8117985594644,0
57,102910,156,Cat,Gaming,26.1197021895187,1
63,144635,190,Cat,Gaming,30.237952720544538,0
69,47131,184,Dog,Gaming,82.96310991308073,0
68,147081,158,Dog,Traveling,-117.31548357498791,1
63,86746,172,Cat,Gaming,-37.9099396330578,1
52,46728,164,Dog,Traveling,-147.11208675077947,0
40,84538,198,None,Reading,-164.81464689518043,1
64,85104,192,Cat,Traveling,125.10190548278305,1
42,126586,199,Cat,Reading,81.65864268228546,1
53,112154,181,None,Gaming,-26.772825213307765,1
30,143853,180,None,Reading,72.25223603903153,0
68,83226,183,None,Gaming,-9.224851636870365,0
45,30636,196,Dog,Reading,65.31365755231337,1
66,86081,180,None,Reading,7.133471002919242,0
27,104825,169,None,Gaming,-78.92438815843201,1
68,36702,190,Cat,Traveling,20.1024613020559,1
30,92473,161,Dog,Traveling,28.590325696896564,1
61,116280,158,Cat,Traveling,-123.58716365461805,0
20,79248,194,Dog,Traveling,64.21355222574658,0
36,92175,165,Cat,Reading,-15.97033591615738,1
35,133664,175,Dog,Traveling,-33.83119736764215,1
60,128435,165,None,Gaming,11.806038642096741,1
67,32436,195,Cat,Gaming,-186.5869871631291,0
55,55931,163,Dog,Reading,128.3921021299314,1
63,33681,185,Cat,Reading,-124.23436725463041,0
37,90242,174,Cat,Gaming,118.0845728426899,0
30,69292,175,None,Traveling,208.97320970116695,0
19,83059,170,Dog,Reading,-52.534992270830294,0
29,50931,160,Dog,Traveling,99.69241706105333,0
24,148899,167,Dog,Traveling,82.99135095429038,1
67,122763,165,None,Traveling,-152.09841619718338,1
19,145566,177,None,Reading,3.105772913212734,1
38,134041,195,None,Traveling,-76.59609403063818,1
53,22619,179,Cat,Traveling,101.37668833760371,0
55,39421,168,Dog,Traveling,-221.89874794101914,0
60,53630,165,Cat,Gaming,-32.54637673090303,1
26,96456,162,Cat,Traveling,-48.96807062499199,0
65,83875,188,Cat,Gaming,-131.1901631545744,1
44,111391,199,None,Traveling,-69.64134425354719,1
28,122389,174,Cat,Reading,6.937560237837688,1
42,62430,195,Dog,Reading,-123.43503189471035,1
44,90629,153,Cat,Traveling,-70.89705973428727,1
44,72912,154,None,Traveling,-25.170432308588452,1
22,126002,159,Dog,Gaming,175.17448463138322,0
34,100524,166,Cat,Reading,90.17476012773166,1
41,110191,176,Cat,Traveling,-99.32503032441757,1
19,54835,179,Dog,Gaming,-11.06909538197938,0
56,20071,186,Dog,Gaming,-84.79837589431583,0
44,111658,197,Cat,Gaming,92.3639646462546,1
36,70068,198,Dog,Reading,-12.575983783767958,1
64,45838,184,Cat,Traveling,-23.055413481405925,0
38,127766,189,Cat,Gaming,-51.68656560707797,1
68,121659,195,Dog,Reading,104.22218442243123,1
24,135407,173,Dog,Traveling,-147.12421882082452,0
31,42182,172,None,Gaming,-88.27061762083088,0
30,78818,183,Dog,Gaming,186.1901394917781,1
23,141310,199,None,Traveling,-69.72925340820268,0
47,41917,174,None,Traveling,97.31709636575921,1
55,94887,176,Dog,Traveling,-46.82300417994232,1
32,117008,157,Cat,Gaming,234.32202799871038,1
41,117995,198,None,Reading,-5.5847894839550944,1
28,124266,177,Cat,Gaming,-88.85251598524282,0
44,53214,172,Cat,Gaming,170.98664911308245,0
49,67034,172,None,Reading,107.09773261745626,0
50,62145,191,None,Traveling,152.22870215280335,1
49,130829,190,Dog,Reading,-33.21525061186829,1
69,76851,189,Cat,Gaming,44.72739069914914,1
29,64919,164,None,Gaming,20.98713877633003,0
56,128707,164,Cat,Traveling,-141.90073902971366,0
38,96066,156,None,Reading,-115.98979331060495,1
42,23717,151,None,Gaming,-97.8733700075998,0
40,133388,189,Dog,Traveling,-33.737820385617766,0
47,96931,165,Cat,Traveling,84.03481491020052,1
35,36427,184,Cat,Gaming,80.59891495610825,0
43,128243,164,Cat,Reading,-17.879962684027927,1
